# Review worksheet; Korean drafts are overlaid from translation/korean-draft.tsv.
# id	file offset	length	raw bytes	Japanese	Korean translation	status
0018	0x01D8CF	007F	DD C1 08 03 C7 0A 0B FF 20 20 41 65 42 53 D4 44 1A 73 D5 CD CD 20 20 20 20 20 20 20 20 20 20 20 20 CD 20 20 20 20 20 20 20 20 20 20 20 20 CD 20 20 20 20 20 20 20 20 20 20 20 20 CD 20 20 20 20 20 20 20 20 20 20 20 20 CD 20 20 20 20 20 20 20 20 20 20 20 20 CD 20 20 20 20 20 20 20 20 20 20 20 20 CD CD 0E 64 67 D4 44 1A 73 D5 46 59 47 40 0F 20 CD 20 20 20 20 20 20 20 20 20 20 20 20	[DEC:C10803C7]だぢ[CMD:FF]  きろくの[KATAKANA]コピー[HIRAGANA]\n\n            \n            \n            \n            \n            \n            \n\nどれを[KATAKANA]コピー[HIRAGANA]しますか? \n            	[DEC:C10803C7]だぢ[CMD:FF]  기록 복사\n\n            \n            \n            \n            \n            \n            \n\n무엇을 복사할까요? \n	draft-ko
0019	0x01D96F	001F	DD C1 08 15 20 5E 5C 4D 3F 42 20 20 20 20 20 20 CD 20 D4 44 1A 73 D5 47 63 20 20 20 20 20 20	[DEC:C1081520]やめておく      \n [KATAKANA]コピー[HIRAGANA]する      	[DEC:C1081520]그만두기      \n 복사하기	draft-ko
0020	0x01D9DE	001E	DD C1 08 15 20 5E 5C 4D 3F 42 20 20 20 20 20 20 CD 20 80 35 46 59 47 20 20 20 20 20 20 20	[DEC:C1081520]やめておく      \n 消します       	[DEC:C1081520]그만두기      \n 삭제	draft-ko
0021	0x01DC5D	0032	80 39 80 3A 80 3B 53 D4 4F 01 45 D5 45 68 4E 20 80 3C 80 3D 0D 41 63 CD 46 40 46 20 80 3E 80 3F 80 40 80 41 00 80 42 3C 4E CD 80 3C 80 3D 0D 41 4F 3C	研究所の[KATAKANA]ナギサ[HIRAGANA]さんと 通信できる\nしかし 電波状態が悪いと\n通信できない	연구소의 [KATAKANA]나기사[HIRAGANA] 씨와 통신할 수 있어.\n하지만 전파 상태가 나쁘면\n통신할 수 없어.	draft-ko
0022	0x01DC90	0031	80 08 3D 4E 20 80 43 41 4F 80 44 00 80 45 63 D4 58 73 68 D5 CD 80 46 67 3F 0E 40 46 4A 62 20 80 47 80 48 67 55 3C 4A 62 CD 47 63 44 4E 00 0D 41 63	使うと 大きな音が出る[KATAKANA]ホーン[HIRAGANA]\n人をおどかしたり 注意をひいたり\nすることができる	사용하면 큰 소리를 내는 [KATAKANA]호른[HIRAGANA]\n사람을 놀라게 하거나 주의를 끌 수 있어.	draft-ko
0023	0x01DCC2	0024	5D 02 61 80 49 53 D4 0E 62 63 D5 CD 5E 66 61 40 3C 80 4A 5E 40 17 00 CD 44 64 0D 20 58 63 44 4E 00 0D 41 63	もぐら型の[KATAKANA]ドリル[HIRAGANA]\nやわらかい岩やかべが\nこれで ほることができる	두더지 모양의 [KATAKANA]드릴[HIRAGANA]\n부드러운 바위나 벽을\n이걸로 팔 수 있어.	draft-ko
0024	0x01DCE7	0036	44 64 67 80 4B 50 59 4E 3D 4E 20 46 14 61 42 CD 80 4C 80 2F 53 80 4D 67 20 80 35 47 44 4E 00 0D 41 63 CD 80 4E 80 4F 00 80 35 3E 63 4E 20 4F 42 4F 6E 4D 46 59 3D	これを身にまとうと しばらく\n自分の姿を 消すことができる\n効果が消えると なくなってしまう	이걸 몸에 두르면 잠시 동안\n자신의 모습을 숨길 수 있어.\n효과가 사라지면 없어져 버려.	draft-ko
0025	0x01DD1E	003A	44 64 67 20 80 08 3D 4E 20 D4 52 07 5A D5 50 80 50 80 4B 46 4D CD D4 52 07 5A 80 51 D5 67 20 80 3C 63 44 4E 00 0D 41 4A 62 CD D4 52 07 5A D5 4E 20 80 52 47 44 4E 00 0D 41 63	これを 使うと [KATAKANA]ネズミ[HIRAGANA]に変身して\n[KATAKANA]ネズミ穴[HIRAGANA]を 通ることができたり\n[KATAKANA]ネズミ[HIRAGANA]と 話すことができる	이걸 쓰면 [KATAKANA]쥐[HIRAGANA]로 변신해\n[KATAKANA]쥐구멍[HIRAGANA]을 지나갈 수 있고\n[KATAKANA]쥐[HIRAGANA]와 대화할 수도 있어.	draft-ko
0026	0x01DD59	0031	44 64 67 80 0D 80 0E 46 4D 3F 42 4E CD 80 53 53 D4 66 4F D5 5E 20 40 42 46 D4 4E 15 61 D5 4F 0E CD 56 0A 68 20 80 54 3E 4F 3C 5D 53 00 80 54 3E 63	これを裝備しておくと\n敵の[KATAKANA]ワナ[HIRAGANA]や かくし[KATAKANA]トビラ[HIRAGANA]など\nふだん 見えないものが見える	이걸 장비하면\n적의 [KATAKANA]함정[HIRAGANA]이나 숨겨진 [KATAKANA]문[HIRAGANA]처럼\n평소엔 안 보이는 것이 보여.	draft-ko
0027	0x01DDB0	0031	80 55 80 56 80 57 80 58 7E 80 59 80 5A 80 43 80 5B 4F 0E 67 44 4F 47 CD D4 65 18 6E 4E D5 CD 81 37 6E 4D 3C 63 80 46 50 20 80 5C 46 4D 3B 03 60 3D	家事全般·日曜大工などをこなす\n[KATAKANA]ロボット[HIRAGANA]\n困っている人に 貸してあげよう	집안일과 목공일 등을 해내는\n[KATAKANA]로봇[HIRAGANA]\n곤란한 사람에게 빌려주자.	draft-ko
0028	0x01DDE2	0014	42 61 5E 5A 67 4D 61 47 44 4E 53 0D 41 63 CD D4 61 3C 4E D5	くらやみをてらすことのできる\n[KATAKANA]ライト[HIRAGANA]	어둠을 밝혀 주는\n[KATAKANA]라이트[HIRAGANA]	draft-ko
0029	0x01DDF7	001E	80 5D 0D 80 36 50 80 31 64 4A 20 80 5E 53 4A 52 CD 49 53 80 08 3C 80 5F 54 20 80 60 80 14	森で手に入れた 花のたね\nその使い道は 不明	숲에서 얻은 꽃씨\n용도는 알 수 없음	draft-ko
0030	0x01DE16	0036	D4 40 73 63 D5 53 3F 4E 3D 45 68 00 42 64 4A CD 80 61 80 1E 80 62 0D 20 80 63 3C 4D 3C 43 4F 3C 60 3D 4F CD 80 64 80 65 57 20 80 66 80 67 47 63 44 4E 00 0D 41 63	[KATAKANA]カール[HIRAGANA]のおとうさんがくれた\n飛行機で 步いていけないような\n土地へ 移動することができる	[KATAKANA]카를[HIRAGANA] 아저씨가 준\n비행기로 걸어서는 갈 수 없는\n곳으로 이동할 수 있어.	draft-ko
0031	0x01DE4D	0026	44 64 50 80 68 63 4E 20 54 63 40 80 69 80 6A 53 40 4F 4A CD D4 46 71 44 61 80 6B D5 57 4E 20 80 66 80 67 0D 41 63	これに乘ると はるか宇宙のかなた\n[KATAKANA]ショコラ星[HIRAGANA]へと 移動できる	이걸 타면 머나먼 우주 끝의\n[KATAKANA]쇼콜라[HIRAGANA] 별로\n이동할 수 있어.	draft-ko
0032	0x01DEA7	001C	44 64 67 80 4B 50 4C 43 63 4E CD 80 67 80 6D 4E 20 80 52 00 0D 41 63 60 3D 50 4F 63	これを身につけると\n動物と 話ができるようになる	이걸 몸에 지니면\n동물과 대화할 수 있게 돼.	draft-ko
0033	0x01DEC4	002E	80 0D 80 0E 47 63 4E 20 D4 44 68 1A 70 73 4A 73 D5 53 CD 80 1C 50 80 31 64 63 60 3D 50 4F 63 4E 3C 3D CD D4 45 3C 14 73 D5 4F 46 65 5D 53	裝備すると [KATAKANA]コンピューター[HIRAGANA]の\n中に入れるようになるという\n[KATAKANA]サイバー[HIRAGANA]なしろもの	장비하면 [KATAKANA]컴퓨터[HIRAGANA] 안으로\n들어갈 수 있다는\n[KATAKANA]사이버[HIRAGANA] 물건이야.	draft-ko
0034	0x01DEF3	0024	D4 54 6E 40 73 80 69 80 6A 80 0A 80 6E D5 53 CD D4 3E 68 06 68 D5 67 80 6F 5C 63 20 80 70 3C D4 1D 6E 4E D5	[KATAKANA]ハッカー宇宙要塞[HIRAGANA]の\n[KATAKANA]エンジン[HIRAGANA]を止める 赤い[KATAKANA]ポット[HIRAGANA]	[KATAKANA]해커 우주요새[HIRAGANA]의\n[KATAKANA]엔진[HIRAGANA]을 멈추는 빨간 [KATAKANA]포트[HIRAGANA]	draft-ko
0035	0x01DF18	0024	D4 54 6E 40 73 80 69 80 6A 80 0A 80 6E D5 53 CD D4 3E 68 06 68 D5 67 80 6F 5C 63 20 80 71 3C D4 1D 6E 4E D5	[KATAKANA]ハッカー宇宙要塞[HIRAGANA]の\n[KATAKANA]エンジン[HIRAGANA]を止める 青い[KATAKANA]ポット[HIRAGANA]	[KATAKANA]해커 우주요새[HIRAGANA]의\n[KATAKANA]엔진[HIRAGANA]을 멈추는 파란 [KATAKANA]포트[HIRAGANA]	draft-ko
0036	0x01DF3D	0026	D4 54 6E 40 73 80 69 80 6A 80 0A 80 6E D5 53 CD D4 3E 68 06 68 D5 67 80 6F 5C 63 20 80 72 80 73 3C D4 1D 6E 4E D5	[KATAKANA]ハッカー宇宙要塞[HIRAGANA]の\n[KATAKANA]エンジン[HIRAGANA]を止める 黄色い[KATAKANA]ポット[HIRAGANA]		review
0037	0x01DF78	0019	D4 40 73 63 D5 53 3F 4E 3D 45 68 40 61 CD D4 40 73 63 D5 57 53 80 36 80 76	[KATAKANA]カール[HIRAGANA]のおとうさんから\n[KATAKANA]カール[HIRAGANA]への手紙		review
0038	0x01DF92	0015	D4 40 73 63 D5 00 0E 3D 42 4C 0D 80 54 4C 43 4A CD 80 75 80 77	[KATAKANA]カール[HIRAGANA]がどうくつで見つけた\n石版		review
0039	0x01DFA8	0026	D4 54 6E 40 73 D5 53 80 78 80 79 46 40 80 31 64 4F 3C 80 18 80 3B 57 CD 80 31 63 44 4E 53 0D 41 63 D4 14 6E 4B D5	[KATAKANA]ハッカー[HIRAGANA]の幹部しか入れない場所へ\n入ることのできる[KATAKANA]バッチ[HIRAGANA]		review
0040	0x01DFE8	0023	80 60 80 7A 80 7B 4F 80 7C 67 20 D4 41 61 41 61 D5 4E 80 7D 4C CD 80 60 80 7A 80 7B 4F 80 75 20 49 53 74	不思誄な光を [KATAKANA]キラキラ[HIRAGANA]と放つ\n不思誄な石 その1		review
0041	0x01E00C	0023	80 60 80 7A 80 7B 4F 80 7C 67 20 D4 41 61 41 61 D5 4E 80 7D 4C CD 80 60 80 7A 80 7B 4F 80 75 20 49 53 75	不思誄な光を [KATAKANA]キラキラ[HIRAGANA]と放つ\n不思誄な石 その2		review
0042	0x01E030	0023	80 60 80 7A 80 7B 4F 80 7C 67 20 D4 41 61 41 61 D5 4E 80 7D 4C CD 80 60 80 7A 80 7B 4F 80 75 20 49 53 76	不思誄な光を [KATAKANA]キラキラ[HIRAGANA]と放つ\n不思誄な石 その3		review
0043	0x01E054	0024	54 4F 64 80 80 0D 80 36 50 80 31 64 4A 20 80 70 3C 80 5E CD 82 2E 81 86 50 20 80 4E 80 4F 00 3B 63 61 46 3C	はなれ島で手に入れた 赤い花\n熱病に 効果があるらしい		review
0044	0x01E07F	001D	0E 3D 42 4C 0D 55 65 6E 4A 5D 53 CD 45 15 4D 3C 4D 20 44 53 59 59 0D 54 80 08 3E 4F 3C	どうくつでひろったもの\nさびていて このままでは使えない		review
0045	0x01E0BA	001B	D4 1D 62 68 41 73 80 55 D5 53 54 3C 41 71 0D 5D 61 6E 4A CD D4 47 42 61 6E 1B D5	[KATAKANA]ポリンキー家[HIRAGANA]のはいきょでもらった\n[KATAKANA]スクラップ[HIRAGANA]		review
0046	0x01E0D6	0021	80 27 80 14 D4 59 46 68 D5 0D 20 3C 65 68 4F 5D 53 4E CD 80 03 80 2B 0D 41 63 D4 47 42 61 6E 1B D5	発明[KATAKANA]マシン[HIRAGANA]で いろんなものと\n合成できる[KATAKANA]スクラップ[HIRAGANA]		review
0047	0x01E131	0017	D4 65 18 6E 4E D5 53 25 2E 25 32 27 39 67 CD 80 0B 80 0C 47 63 5D 53	[KATAKANA]ロボット[HIRAGANA]のENERGYを\n回復するもの		review
0048	0x01E149	002C	D4 45 15 D5 4D 46 59 6E 4D 20 25 2E 25 32 27 39 00 CD 0E 68 0E 68 80 86 6E 4D 3C 63 CD D4 65 18 6E 4E D5 67 80 85 50 5D 0E 47 5D 53	[KATAKANA]サビ[HIRAGANA]てしまって ENERGYが\nどんどん減っている\n[KATAKANA]ロボット[HIRAGANA]を元にもどすもの		review
0049	0x01E176	0020	D4 47 42 61 6E 1B D5 50 4F 6E 4D 46 59 6E 4A CD D4 65 18 6E 4E D5 67 20 80 85 50 5D 0E 47 5D 53	[KATAKANA]スクラップ[HIRAGANA]になってしまった\n[KATAKANA]ロボット[HIRAGANA]を 元にもどすもの		review
0050	0x01E1B5	002D	4F 68 4E 20 80 4C 80 2F 0D 80 88 80 89 67 CD 80 4C 80 8A 50 80 8B 63 44 4E 00 0D 41 63 4E 3C 3D CD 3F 0E 65 42 17 41 80 27 80 14 80 8C	なんと 自分で天気を\n自在に操ることができるという\nおどろくべき発明品		review
0051	0x01E1E3	0038	D4 18 42 D5 54 20 D4 04 5A 80 8D D5 42 68 0D 47 CD 80 8E 4D 4A 3C D4 3B 3C 4D 5B D5 67 3E 61 68 0D CD 75 D4 44 80 8F D5 53 D4 40 73 49 63 D5 67 3B 66 48 4D 42 0A 45 3C	[KATAKANA]ボク[HIRAGANA]は [KATAKANA]ゴミ箱[HIRAGANA]くんです\n捨てたい[KATAKANA]アイテム[HIRAGANA]をえらんで\n2[KATAKANA]コ目[HIRAGANA]の[KATAKANA]カーソル[HIRAGANA]をあわせてください		review
0052	0x01E388	000A	D4 56 63 5C 4A 63 3B 42 47 D5	[KATAKANA]フルメタルアクス[HIRAGANA]		review
0053	0x01E6A8	000A	3F 4D 68 41 D4 59 59 D5 45 68	おてんき[KATAKANA]ママ[HIRAGANA]さん		review
0054	0x022779	000C	0A 20 73 02 A8 25 D0 BA 47 30 31 81	だ 0ぐ[BYTE:A8]E[CLR][BYTE:BA]すPQ[BYTE:81]		review
0055	0x022C96	000C	0A 20 73 02 A8 25 D0 BA 47 30 31 81	だ 0ぐ[BYTE:A8]E[CLR][BYTE:BA]すPQ[BYTE:81]		review
0056	0x0265D6	000F	6E 21 04 A0 28 E2 30 44 3D A6 49 08 56 6A 62	っAご[BYTE:A0]H[CMD:E2]Pこう[BYTE:A6]そぜふぃり		review
0057	0x04EE09	005F	02 CB 6B C1 03 15 C7 0D 02 FF DC 06 D6 00 49 68 4F D4 65 44 44 80 99 D5 50 20 80 27 80 14 80 55 53 81 9E 67 80 2D 4C CD 81 3A 81 0A 00 20 55 6E 44 46 4D 41 4A E1 D0 DC 06 D6 00 20 20 20 81 3A 81 0A 53 81 50 54 20 81 9E 53 60 3D 4F CD 20 20 20 80 27 80 14 80 55 50 4F 63 44 4E 0A 6E 4A	ぐ[CB]ぅ[POS:0315][BOX:0D02FF][NXT]じ[DF2]がそんな[KATAKANA]ロココ町[HIRAGANA]に 発明家の父を持つ\n少年が ひっこしてきた[E3:D0][NXT]じ[DF2]が   少年の夢は 父のような\n   発明家になることだった		review
0058	0x058AF4	002B	D4 18 4A 68 D5 0D CD D4 4B 6F 3C 5B D5 67 4F 61 47 C3 00 68 0A 08 CD CD 81 28 4F 61 20 55 6E 44 46 49 14 0D 3C 3C 40 61 4F 1F C0	[KATAKANA]ボタン[HIRAGANA]で\n[KATAKANA]チャイム[HIRAGANA]をならす[PAL:00]んだぜ\n\n礼なら ひっこしそばでいいからな˳[END]	[KATAKANA]버튼[HIRAGANA]으로\n[KATAKANA]차임[HIRAGANA]을 울린다는 거야[PAL:00].\n\n답례는 이사 떡이면 충분하니까.˳[END]	draft-ko
0059	0x058B1F	001F	D7 80 26 20 81 01 15 50 80 1E 42 81 29 80 FE 46 4D 63 53 CD 3B 6E 4B 80 1E 6E 4D 4D 60 1F C0	[DFT]今 遊びに行く相談してるの\nあっち行っててよ˳[END]	[DFT]지금 놀러 갈 얘기 중이야.\n저쪽으로 가 있어.˳[END]	draft-ko
0060	0x058B3E	0036	D7 44 53 3B 3C 0A 54 20 3B 62 00 4E 3D CD 80 50 4F 81 2A 0A 4E 80 7A 6E 4D 4A 68 0A 43 0E CD 50 3C 4B 6F 68 6E 4D CD 43 6E 44 3D 4A 60 62 50 4F 63 06 6F 68 7D C0	[DFT]このあいだは ありがとう\n変な奴だと思ってたんだけど\nにいちゃんって\nけっこうたよりになるじゃん![END]	[DFT]지난번엔 고마웠어.\n이상한 녀석이라고 생각했는데,\n오빠 꽤 의지가 되네![END]	draft-ko
0061	0x058B74	002A	D7 3E 0F 44 53 81 2B 53 80 27 80 14 80 8C 67 81 6C 48 0F CD 5E D4 73 D5 0A 60 CD 0A 6E 4D 20 80 21 81 2D 3C 68 0A 5D 68 1F C0	[DFT]え?この間の発明品を返せ?\nや[KATAKANA]ー[HIRAGANA]だよ\nだって 面白いんだもん˳[END]	[DFT]어? 지난번 발명품을 돌려달라고?\n싫어.\n재미있는걸.˳[END]	draft-ko
0062	0x058B9E	000A	D7 7E 7E 7E 0A 7E 0A 64 0F C0	[DFT]···だ·だれ?[END]	[DFT]…누, 누구?[END]	draft-ko
0063	0x058BA8	004C	D7 3D 7E C9 1E 3D 66 D4 73 D5 68 20 04 5C 68 4F 45 3C 7D CD 5D 3D 20 66 63 45 46 4F 3C 60 6D 6E 7D CD 44 64 5D 20 81 6C 46 59 47 6B 6E 7D 7D D1 20 C2 00 54 20 C3 02 15 6E 42 62 D4 58 73 68 D5 C3 00 67 CD 20 4E 62 40 3E 46 4A 7D	[DFT]う·[PAU:1E]うわ[KATAKANA]ー[HIRAGANA]ん ごめんなさい!\nもう わるさしないよぉっ!\nこれも 返しますぅっ!![FIN] [NAM:00]は [PAL:02]びっくり[KATAKANA]ホーン[HIRAGANA][PAL:00]を\n とりかえした!	[DFT]우…[PAU:1E]우와앙, 미안해!\n다시는 장난 안 칠게!\n이것도 돌려줄게!![FIN] [NAM:00]은 [PAL:02]깜짝 혼[PAL:00]을\n 되찾았다!	draft-ko
0064	0x059216	0087	D7 58 3F 20 C9 1E 18 3D 5E 00 20 D4 3B 41 54 14 61 D5 45 68 53 CD 80 E3 81 02 45 68 40 52 0F CD D4 3B 41 54 14 61 D5 45 68 5D 20 81 34 80 01 54 CD 44 53 80 99 50 20 80 DD 68 0D 3F 6E 4A 68 0A 60 D1 4F 68 0D 5D 20 80 27 80 14 4E 40 50 81 12 81 13 46 4D CD 80 43 45 66 01 50 4F 6E 4A 44 4E 00 3B 6E 4D 4F CD C9 1E 49 64 40 61 20 80 99 40 61 54 4F 64 4A 80 3B 50 CD 3D 4C 62 4F 45 6E 4A 60 3D 0A 00 4F 1F C0	[DFT]ほお [PAU:1E]ぼうやが [KATAKANA]アキハバラ[HIRAGANA]さんの\n息子さんかね?\n[KATAKANA]アキハバラ[HIRAGANA]さんも 以前は\nこの町に 住んでおったんだよ[FIN]なんでも 発明とかに失敗して\n大さわぎになったことがあってな\n[PAU:1E]それから 町からはなれた所に\nうつりなさったようだがな˳[END]	[DFT]오, 아키하바라 씨 아들이구나?\n그도 예전엔 이 마을에 살았어.[FIN]\n발명 실패로 큰 소동이 난 뒤\n마을 밖으로 이사했지.˳[END]	draft-ko
0065	0x05929D	0028	D7 59 3B 20 81 35 3C 3D 4B 54 CD 81 12 81 13 67 3F 49 64 07 50 20 3C 65 3C 65 4E CD 5E 6E 4D 5A 63 44 4E 06 6F 60 1F C0	[DFT]まあ 若いうちは\n失敗をおそれずに いろいろと\nやってみることじゃよ˳[END]	[DFT]젊을 땐 실수 말고\n여러 가지 해보게.˳[END]	draft-ko
0066	0x0592C5	002E	D7 3C 3C 80 88 80 89 06 6F 53 3F 20 18 3D 5E CD 80 52 0D 5D 46 4D 3C 40 68 40 52 0F CD 20 3D 68 20 80 52 49 3D CD 20 80 26 54 20 3C 3C 60	[DFT]いい天気じゃのお ぼうや\n話でもしていかんかね?\n うん 話そう\n 今は いいよ	[DFT]날 좋구나.\n얘기할까?\n 응\n 싫어	draft-ko
