# Candidate extraction from Robotrek (USA).sfc; no ROM changes made.
# Non-ASCII bytes are preserved as [XX]; C0 is the record terminator and is excluded from raw_hex.
record_id	region	start_offset	end_offset_exclusive	terminator_offset	length_without_terminator	raw_hex	controls	nested_start_count	ascii_chars	letter_chars	printable_ratio	classification	english	korean_translation	translation_status
EN-05B028	main-dialogue-1	0x05B028	0x05B163	0x05B163	315	D7 E0 02 E3 19 64 6F 20 E3 01 74 68 69 6E 6B 3F CD 20 49 20 62 65 6C 69 65 76 65 20 69 74 2E CD 20 4B 69 6E 64 20 6F 66 20 73 75 73 70 69 63 69 6F 75 73 2E CC D0 52 65 61 6C 6C 79 3F CD C9 1E 49 20 E3 07 74 68 69 6E 6B 20 74 68 65 79 60 72 65 CD 73 6F 20 62 61 64 2E 2E 2E DE D0 2E 2E 2E 20 E3 09 74 6F 6F 3F CD C9 1E 49 20 E3 07 74 68 69 6E 6B 20 74 68 65 79 60 72 65 CD 73 6F 20 62 61 64 2E 2E 2E DE D7 E3 34 C9 1E E3 CC 33 20 E0 00 20 2D CD E3 53 64 65 63 69 64 65 64 20 74 6F 20 67 69 76 65 CD C9 1E E3 AD 74 6F 20 79 6F 75 2E CD 55 73 65 20 E3 AD 77 65 6C 6C 2E DE D7 E0 02 E3 0D 61 20 E3 1D 74 61 6C 6B 69 6E 67 2C CD E3 22 E3 01 C9 1E 73 65 65 6D 20 74 6F 20 68 61 76 65 CD 67 72 6F 77 6E 20 75 70 20 71 75 69 63 6B 6C 79 2E D1 57 65 6C 6C C9 1E 2C 20 E3 1E E3 05 68 65 69 67 68 74 2E 2E 2E CD C9 3C E3 04 C9 1E E0 00 20 E3 1C 79 6F 75 72 73 2E CD 49 66 20 E3 01 E3 29 74 6F 20 E3 6D 74 68 65 6D CD 49 20 E3 67 73 74 6F 70 20 79 6F 75 2E	00:2 01:3 02:2 04:1 05:1 07:2 09:1 0D:1 19:1 1C:1 1D:1 1E:8 AD:2 C9:8 CC:2 CD:14 D0:2 D1:1 D7:3 DE:3 E0:4 E3:22	2	230	167	0.7302	accepted-candidate	[D7][E0][02][E3][19]do [E3][01]think?\n I believe it.\n Kind of suspicious.[CC][D0]Really?\n[C9][1E]I [E3][07]think they`re\nso bad...[DE][D0]... [E3][09]too?\n[C9][1E]I [E3][07]think they`re\nso bad...[DE][D7][E3]4[C9][1E][E3][CC]3 [E0][00] -\n[E3]Sdecided to give\n[C9][1E][E3][AD]to you.\nUse [E3][AD]well.[DE][D7][E0][02][E3][0D]a [E3][1D]talking,\n[E3]"[E3][01][C9][1E]seem to have\ngrown up quickly.[D1]Well[C9][1E], [E3][1E][E3][05]height...\n[C9]<[E3][04][C9][1E][E0][00] [E3][1C]yours.\nIf [E3][01][E3])to [E3]mthem\nI [E3]gstop you.		pending
EN-05B0AE	main-dialogue-1	0x05B0AE	0x05B163	0x05B163	181	D7 E3 34 C9 1E E3 CC 33 20 E0 00 20 2D CD E3 53 64 65 63 69 64 65 64 20 74 6F 20 67 69 76 65 CD C9 1E E3 AD 74 6F 20 79 6F 75 2E CD 55 73 65 20 E3 AD 77 65 6C 6C 2E DE D7 E0 02 E3 0D 61 20 E3 1D 74 61 6C 6B 69 6E 67 2C CD E3 22 E3 01 C9 1E 73 65 65 6D 20 74 6F 20 68 61 76 65 CD 67 72 6F 77 6E 20 75 70 20 71 75 69 63 6B 6C 79 2E D1 57 65 6C 6C C9 1E 2C 20 E3 1E E3 05 68 65 69 67 68 74 2E 2E 2E CD C9 3C E3 04 C9 1E E0 00 20 E3 1C 79 6F 75 72 73 2E CD 49 66 20 E3 01 E3 29 74 6F 20 E3 6D 74 68 65 6D CD 49 20 E3 67 73 74 6F 70 20 79 6F 75 2E	00:2 01:2 02:1 04:1 05:1 0D:1 1C:1 1D:1 1E:6 AD:2 C9:6 CC:1 CD:8 D1:1 D7:2 DE:1 E0:3 E3:17	1	124	91	0.6851	overlap-review	[D7][E3]4[C9][1E][E3][CC]3 [E0][00] -\n[E3]Sdecided to give\n[C9][1E][E3][AD]to you.\nUse [E3][AD]well.[DE][D7][E0][02][E3][0D]a [E3][1D]talking,\n[E3]"[E3][01][C9][1E]seem to have\ngrown up quickly.[D1]Well[C9][1E], [E3][1E][E3][05]height...\n[C9]<[E3][04][C9][1E][E0][00] [E3][1C]yours.\nIf [E3][01][E3])to [E3]mthem\nI [E3]gstop you.		pending
EN-05B0E6	main-dialogue-1	0x05B0E6	0x05B163	0x05B163	125	D7 E0 02 E3 0D 61 20 E3 1D 74 61 6C 6B 69 6E 67 2C CD E3 22 E3 01 C9 1E 73 65 65 6D 20 74 6F 20 68 61 76 65 CD 67 72 6F 77 6E 20 75 70 20 71 75 69 63 6B 6C 79 2E D1 57 65 6C 6C C9 1E 2C 20 E3 1E E3 05 68 65 69 67 68 74 2E 2E 2E CD C9 3C E3 04 C9 1E E0 00 20 E3 1C 79 6F 75 72 73 2E CD 49 66 20 E3 01 E3 29 74 6F 20 E3 6D 74 68 65 6D CD 49 20 E3 67 73 74 6F 70 20 79 6F 75 2E	00:1 01:2 02:1 04:1 05:1 0D:1 1C:1 1D:1 1E:4 C9:4 CD:5 D1:1 D7:1 E0:2 E3:12	0	87	65	0.696	overlap-review	[D7][E0][02][E3][0D]a [E3][1D]talking,\n[E3]"[E3][01][C9][1E]seem to have\ngrown up quickly.[D1]Well[C9][1E], [E3][1E][E3][05]height...\n[C9]<[E3][04][C9][1E][E0][00] [E3][1C]yours.\nIf [E3][01][E3])to [E3]mthem\nI [E3]gstop you.		pending
EN-05B164	main-dialogue-1	0x05B164	0x05B186	0x05B186	34	D7 E0 02 E3 40 E3 4C 66 75 6C 6C 3F 3F CD E3 34 72 65 61 72 72 61 6E 67 65 CD E3 3A 6F 66 20 69 74 2E	02:1 CD:2 D7:1 E0:1 E3:4	0	25	18	0.7353	accepted-candidate	[D7][E0][02][E3]@[E3]Lfull??\n[E3]4rearrange\n[E3]:of it.		pending
EN-05B187	main-dialogue-1	0x05B187	0x05B230	0x05B230	169	D7 20 C2 00 20 E3 18 67 6F 74 74 65 6E CD C3 02 20 E3 59 31 C3 00 21 D1 20 C2 00 20 E3 18 67 6F 74 74 65 6E CD C3 02 20 E3 59 32 C3 00 21 D1 20 C2 00 20 E3 18 67 6F 74 74 65 6E CD C3 02 20 E3 59 33 C3 00 21 CC D7 E0 02 E3 06 E3 37 69 74 20 E3 3E 74 6F 20 79 6F 75 2C CD 69 66 20 E3 1B 73 6F 6D 65 74 68 69 6E 67 CD 69 6D 70 6F 72 74 61 6E 74 2E DE D7 E0 02 E3 09 68 61 76 65 6E 60 74 20 73 74 72 61 69 67 68 74 65 6E 65 64 CD 75 70 20 E3 05 69 6E 76 65 6E 74 6F 72 79 3F CD C9 1E E3 06 E3 30 74 68 69 73 21	00:6 02:5 05:1 06:2 09:1 18:3 1B:1 1E:1 C2:3 C3:6 C9:1 CC:1 CD:7 D1:2 D7:3 DE:1 E0:2 E3:14	2	109	81	0.645	accepted-candidate	[D7] [C2][00] [E3][18]gotten\n[C3][02] [E3]Y1[C3][00]![D1] [C2][00] [E3][18]gotten\n[C3][02] [E3]Y2[C3][00]![D1] [C2][00] [E3][18]gotten\n[C3][02] [E3]Y3[C3][00]![CC][D7][E0][02][E3][06][E3]7it [E3]>to you,\nif [E3][1B]something\nimportant.[DE][D7][E0][02][E3][09]haven`t straightened\nup [E3][05]inventory?\n[C9][1E][E3][06][E3]0this!		pending
EN-05B1CD	main-dialogue-1	0x05B1CD	0x05B230	0x05B230	99	D7 E0 02 E3 06 E3 37 69 74 20 E3 3E 74 6F 20 79 6F 75 2C CD 69 66 20 E3 1B 73 6F 6D 65 74 68 69 6E 67 CD 69 6D 70 6F 72 74 61 6E 74 2E DE D7 E0 02 E3 09 68 61 76 65 6E 60 74 20 73 74 72 61 69 67 68 74 65 6E 65 64 CD 75 70 20 E3 05 69 6E 76 65 6E 74 6F 72 79 3F CD C9 1E E3 06 E3 30 74 68 69 73 21	02:2 05:1 06:2 09:1 1B:1 1E:1 C9:1 CD:4 D7:2 DE:1 E0:2 E3:8	1	73	60	0.7374	overlap-review	[D7][E0][02][E3][06][E3]7it [E3]>to you,\nif [E3][1B]something\nimportant.[DE][D7][E0][02][E3][09]haven`t straightened\nup [E3][05]inventory?\n[C9][1E][E3][06][E3]0this!		pending
EN-05B1FB	main-dialogue-1	0x05B1FB	0x05B230	0x05B230	53	D7 E0 02 E3 09 68 61 76 65 6E 60 74 20 73 74 72 61 69 67 68 74 65 6E 65 64 CD 75 70 20 E3 05 69 6E 76 65 6E 74 6F 72 79 3F CD C9 1E E3 06 E3 30 74 68 69 73 21	02:1 05:1 06:1 09:1 1E:1 C9:1 CD:2 D7:1 E0:1 E3:4	0	39	33	0.7358	overlap-review	[D7][E0][02][E3][09]haven`t straightened\nup [E3][05]inventory?\n[C9][1E][E3][06][E3]0this!		pending
EN-05B231	main-dialogue-1	0x05B231	0x05B262	0x05B262	49	D7 E0 02 E3 0B C2 00 20 72 69 67 68 74 3F CD 48 61 20 68 61 2E 20 E3 09 E3 0F 66 6F 6F 6C 20 6D 65 2C CD 49 20 E3 5E E3 23 E3 13 75 70 20 74 6F 21	00:1 02:1 09:1 0B:1 0F:1 13:1 C2:1 CD:2 D7:1 E0:1 E3:6	0	32	20	0.6531	accepted-candidate	[D7][E0][02][E3][0B][C2][00] right?\nHa ha. [E3][09][E3][0F]fool me,\nI [E3]^[E3]#[E3][13]up to!		pending
EN-05B36B	main-dialogue-1	0x05B36B	0x05B602	0x05B602	663	D7 E0 15 E3 24 E3 12 62 65 20 61 20 73 68 6F 63 6B 2C CD E3 22 77 65 60 72 65 20 E3 1F E3 00 70 6C 61 6E 65 74 CD C3 02 43 68 6F 63 6F C3 00 2E DE D7 E3 24 69 73 20 50 72 69 6E 63 65 73 73 20 C3 03 54 69 72 61 C3 00 2E CD C2 00 2C 20 77 65 20 E3 7E 74 6F CD 61 73 6B 20 E3 01 74 6F 20 E3 6D 75 73 2E DE D7 4F 6E 20 43 68 6F 63 6F 2C CD 74 68 65 2C C3 02 20 48 61 63 6B 65 72 73 C3 00 20 68 61 76 65 CD 6C 61 75 6E 63 68 65 64 20 61 6E 20 61 74 74 61 63 6B 2E D1 C9 1E E3 04 73 75 72 66 61 63 65 20 E3 16 62 75 72 6E 65 64 2C CD E3 08 77 65 20 72 61 6E CD 74 6F 20 E3 00 73 68 65 6C 74 65 72 2E D1 E0 0E 4F 6E 65 20 6F 66 20 6D 79 20 C9 1E 61 6E 63 65 73 74 6F 72 73 2C CD C3 03 43 6F 6F 6B 69 65 C3 00 C9 1E 2C 20 E3 D3 6D 65 20 74 6F CD C9 1E E3 20 E3 A6 74 6F C9 1E 20 E3 5E 79 6F 75 2E DE D7 E0 15 DC 01 50 72 69 6E 63 65 73 73 21 C9 28 20 E3 06 E3 4F 68 69 6D 21 21 CD C9 28 DC 00 E3 40 65 78 70 6C 61 6E 61 74 69 6F 6E CD E3 2B E3 30 73 6F 20 6C 6F 6E 67 2E DE D7 41 20 E0 00 20 69 73 CD E3 A7 69 6E 20 E3 05 70 6F 73 73 65 73 73 69 6F 6E 2E CD 5B 55 73 65 20 69 74 73 20 70 6F 77 65 72 5D 2C 20 C3 03 43 6F 6F 6B 69 65 C3 00 60 73 CD E3 12 73 61 69 64 2E D1 E3 04 E3 46 E3 02 61 CD C3 02 46 6F 72 74 72 65 73 73 C3 00 20 E3 10 61 CD E3 E8 70 6F 77 65 72 2E 20 57 65 20 E3 56 74 68 65 CD E0 00 20 74 6F 20 64 65 73 74 72 6F 79 20 69 74 2E D1 E0 02 55 68 6E 2E 2E 2E CD C9 1E E3 0D E3 9C 74 6F 20 62 65 6C 69 65 76 65 2E 2E 2E D1 E0 15 E3 36 E3 1B 74 72 75 65 2E CD 49 6E 20 65 78 63 68 61 6E 67 65 2C 20 49 CD E3 12 E3 37 E3 01 74 68 69 73 2E D1 49 66 20 E3 01 E3 6D 6D 65 2C 20 79 6F 75 CD E3 14 E3 B9 74 68 69 73 2E CD E3 24 E3 12 E3 30 E3 01 74 6F CD 43 68 6F 63 6F 2E DE D7 20 C2 00 20 E3 18 67 6F 74 74 65 6E CD 20 E3 00 C3 02 53 70 61 63 65 73 68 69 70 C3 00 21 CC D7 E3 A3 77 65 20 E3 4E 67 6F 2E CD 57 65 60 6C 6C 20 62 65 20 61 77 61 69 74 69 6E 67 20 67 6F 6F 64 CD 6E 65 77 73 20 E3 1F 79 6F 75 2E CD C9 3C 50 72 69 6E 63 65 73 73 2C 20 C9 1E 73 68 E3 71 77 65 20 67 6F 3F	00:15 01:5 02:6 03:3 04:2 05:1 06:1 08:1 0D:1 0E:1 10:1 12:4 14:1 15:3 16:1 18:1 1B:1 1E:7 1F:2 9C:1 A3:1 A6:1 A7:1 B9:1 C2:2 C3:14 C9:10 CC:1 CD:28 D1:6 D3:1 D7:7 DC:2 DE:5 E0:7 E3:52 E8:1	6	465	353	0.7014	accepted-candidate	[D7][E0][15][E3]$[E3][12]be a shock,\n[E3]"we`re [E3][1F][E3][00]planet\n[C3][02]Choco[C3][00].[DE][D7][E3]$is Princess [C3][03]Tira[C3][00].\n[C2][00], we [E3]~to\nask [E3][01]to [E3]mus.[DE][D7]On Choco,\nthe,[C3][02] Hackers[C3][00] have\nlaunched an attack.[D1][C9][1E][E3][04]surface [E3][16]burned,\n[E3][08]we ran\nto [E3][00]shelter.[D1][E0][0E]One of my [C9][1E]ancestors,\n[C3][03]Cookie[C3][00][C9][1E], [E3][D3]me to\n[C9][1E][E3] [E3][A6]to[C9][1E] [E3]^you.[DE][D7][E0][15][DC][01]Princess![C9]( [E3][06][E3]Ohim!!\n[C9]([DC][00][E3]@explanation\n[E3]+[E3]0so long.[DE][D7]A [E0][00] is\n[E3][A7]in [E3][05]possession.\n[Use its power], [C3][03]Cookie[C3][00]`s\n[E3][12]said.[D1][E3][04][E3]F[E3][02]a\n[C3][02]Fortress[C3][00] [E3][10]a\n[E3][E8]power. We [E3]Vthe\n[E0][00] to destroy it.[D1][E0][02]Uhn...\n[C9][1E][E3][0D][E3][9C]to believe...[D1][E0][15][E3]6[E3][1B]true.\nIn exchange, I\n[E3][12][E3]7[E3][01]this.[D1]If [E3][01][E3]mme, you\n[E3][14][E3][B9]this.\n[E3]$[E3][12][E3]0[E3][01]to\nChoco.[DE][D7] [C2][00] [E3][18]gotten\n [E3][00][C3][02]Spaceship[C3][00]![CC][D7][E3][A3]we [E3]Ngo.\nWe`ll be awaiting good\nnews [E3][1F]you.\n[C9]<Princess, [C9][1E]sh[E3]qwe go?		pending
EN-05B39C	main-dialogue-1	0x05B39C	0x05B602	0x05B602	614	D7 E3 24 69 73 20 50 72 69 6E 63 65 73 73 20 C3 03 54 69 72 61 C3 00 2E CD C2 00 2C 20 77 65 20 E3 7E 74 6F CD 61 73 6B 20 E3 01 74 6F 20 E3 6D 75 73 2E DE D7 4F 6E 20 43 68 6F 63 6F 2C CD 74 68 65 2C C3 02 20 48 61 63 6B 65 72 73 C3 00 20 68 61 76 65 CD 6C 61 75 6E 63 68 65 64 20 61 6E 20 61 74 74 61 63 6B 2E D1 C9 1E E3 04 73 75 72 66 61 63 65 20 E3 16 62 75 72 6E 65 64 2C CD E3 08 77 65 20 72 61 6E CD 74 6F 20 E3 00 73 68 65 6C 74 65 72 2E D1 E0 0E 4F 6E 65 20 6F 66 20 6D 79 20 C9 1E 61 6E 63 65 73 74 6F 72 73 2C CD C3 03 43 6F 6F 6B 69 65 C3 00 C9 1E 2C 20 E3 D3 6D 65 20 74 6F CD C9 1E E3 20 E3 A6 74 6F C9 1E 20 E3 5E 79 6F 75 2E DE D7 E0 15 DC 01 50 72 69 6E 63 65 73 73 21 C9 28 20 E3 06 E3 4F 68 69 6D 21 21 CD C9 28 DC 00 E3 40 65 78 70 6C 61 6E 61 74 69 6F 6E CD E3 2B E3 30 73 6F 20 6C 6F 6E 67 2E DE D7 41 20 E0 00 20 69 73 CD E3 A7 69 6E 20 E3 05 70 6F 73 73 65 73 73 69 6F 6E 2E CD 5B 55 73 65 20 69 74 73 20 70 6F 77 65 72 5D 2C 20 C3 03 43 6F 6F 6B 69 65 C3 00 60 73 CD E3 12 73 61 69 64 2E D1 E3 04 E3 46 E3 02 61 CD C3 02 46 6F 72 74 72 65 73 73 C3 00 20 E3 10 61 CD E3 E8 70 6F 77 65 72 2E 20 57 65 20 E3 56 74 68 65 CD E0 00 20 74 6F 20 64 65 73 74 72 6F 79 20 69 74 2E D1 E0 02 55 68 6E 2E 2E 2E CD C9 1E E3 0D E3 9C 74 6F 20 62 65 6C 69 65 76 65 2E 2E 2E D1 E0 15 E3 36 E3 1B 74 72 75 65 2E CD 49 6E 20 65 78 63 68 61 6E 67 65 2C 20 49 CD E3 12 E3 37 E3 01 74 68 69 73 2E D1 49 66 20 E3 01 E3 6D 6D 65 2C 20 79 6F 75 CD E3 14 E3 B9 74 68 69 73 2E CD E3 24 E3 12 E3 30 E3 01 74 6F CD 43 68 6F 63 6F 2E DE D7 20 C2 00 20 E3 18 67 6F 74 74 65 6E CD 20 E3 00 C3 02 53 70 61 63 65 73 68 69 70 C3 00 21 CC D7 E3 A3 77 65 20 E3 4E 67 6F 2E CD 57 65 60 6C 6C 20 62 65 20 61 77 61 69 74 69 6E 67 20 67 6F 6F 64 CD 6E 65 77 73 20 E3 1F 79 6F 75 2E CD C9 3C 50 72 69 6E 63 65 73 73 2C 20 C9 1E 73 68 E3 71 77 65 20 67 6F 3F	00:13 01:5 02:5 03:3 04:2 05:1 06:1 08:1 0D:1 0E:1 10:1 12:3 14:1 15:2 16:1 18:1 1B:1 1E:7 1F:1 9C:1 A3:1 A6:1 A7:1 B9:1 C2:2 C3:12 C9:10 CC:1 CD:26 D1:6 D3:1 D7:6 DC:2 DE:4 E0:6 E3:47 E8:1	5	434	330	0.7068	overlap-review	[D7][E3]$is Princess [C3][03]Tira[C3][00].\n[C2][00], we [E3]~to\nask [E3][01]to [E3]mus.[DE][D7]On Choco,\nthe,[C3][02] Hackers[C3][00] have\nlaunched an attack.[D1][C9][1E][E3][04]surface [E3][16]burned,\n[E3][08]we ran\nto [E3][00]shelter.[D1][E0][0E]One of my [C9][1E]ancestors,\n[C3][03]Cookie[C3][00][C9][1E], [E3][D3]me to\n[C9][1E][E3] [E3][A6]to[C9][1E] [E3]^you.[DE][D7][E0][15][DC][01]Princess![C9]( [E3][06][E3]Ohim!!\n[C9]([DC][00][E3]@explanation\n[E3]+[E3]0so long.[DE][D7]A [E0][00] is\n[E3][A7]in [E3][05]possession.\n[Use its power], [C3][03]Cookie[C3][00]`s\n[E3][12]said.[D1][E3][04][E3]F[E3][02]a\n[C3][02]Fortress[C3][00] [E3][10]a\n[E3][E8]power. We [E3]Vthe\n[E0][00] to destroy it.[D1][E0][02]Uhn...\n[C9][1E][E3][0D][E3][9C]to believe...[D1][E0][15][E3]6[E3][1B]true.\nIn exchange, I\n[E3][12][E3]7[E3][01]this.[D1]If [E3][01][E3]mme, you\n[E3][14][E3][B9]this.\n[E3]$[E3][12][E3]0[E3][01]to\nChoco.[DE][D7] [C2][00] [E3][18]gotten\n [E3][00][C3][02]Spaceship[C3][00]![CC][D7][E3][A3]we [E3]Ngo.\nWe`ll be awaiting good\nnews [E3][1F]you.\n[C9]<Princess, [C9][1E]sh[E3]qwe go?		pending
EN-05B3D0	main-dialogue-1	0x05B3D0	0x05B602	0x05B602	562	D7 4F 6E 20 43 68 6F 63 6F 2C CD 74 68 65 2C C3 02 20 48 61 63 6B 65 72 73 C3 00 20 68 61 76 65 CD 6C 61 75 6E 63 68 65 64 20 61 6E 20 61 74 74 61 63 6B 2E D1 C9 1E E3 04 73 75 72 66 61 63 65 20 E3 16 62 75 72 6E 65 64 2C CD E3 08 77 65 20 72 61 6E CD 74 6F 20 E3 00 73 68 65 6C 74 65 72 2E D1 E0 0E 4F 6E 65 20 6F 66 20 6D 79 20 C9 1E 61 6E 63 65 73 74 6F 72 73 2C CD C3 03 43 6F 6F 6B 69 65 C3 00 C9 1E 2C 20 E3 D3 6D 65 20 74 6F CD C9 1E E3 20 E3 A6 74 6F C9 1E 20 E3 5E 79 6F 75 2E DE D7 E0 15 DC 01 50 72 69 6E 63 65 73 73 21 C9 28 20 E3 06 E3 4F 68 69 6D 21 21 CD C9 28 DC 00 E3 40 65 78 70 6C 61 6E 61 74 69 6F 6E CD E3 2B E3 30 73 6F 20 6C 6F 6E 67 2E DE D7 41 20 E0 00 20 69 73 CD E3 A7 69 6E 20 E3 05 70 6F 73 73 65 73 73 69 6F 6E 2E CD 5B 55 73 65 20 69 74 73 20 70 6F 77 65 72 5D 2C 20 C3 03 43 6F 6F 6B 69 65 C3 00 60 73 CD E3 12 73 61 69 64 2E D1 E3 04 E3 46 E3 02 61 CD C3 02 46 6F 72 74 72 65 73 73 C3 00 20 E3 10 61 CD E3 E8 70 6F 77 65 72 2E 20 57 65 20 E3 56 74 68 65 CD E0 00 20 74 6F 20 64 65 73 74 72 6F 79 20 69 74 2E D1 E0 02 55 68 6E 2E 2E 2E CD C9 1E E3 0D E3 9C 74 6F 20 62 65 6C 69 65 76 65 2E 2E 2E D1 E0 15 E3 36 E3 1B 74 72 75 65 2E CD 49 6E 20 65 78 63 68 61 6E 67 65 2C 20 49 CD E3 12 E3 37 E3 01 74 68 69 73 2E D1 49 66 20 E3 01 E3 6D 6D 65 2C 20 79 6F 75 CD E3 14 E3 B9 74 68 69 73 2E CD E3 24 E3 12 E3 30 E3 01 74 6F CD 43 68 6F 63 6F 2E DE D7 20 C2 00 20 E3 18 67 6F 74 74 65 6E CD 20 E3 00 C3 02 53 70 61 63 65 73 68 69 70 C3 00 21 CC D7 E3 A3 77 65 20 E3 4E 67 6F 2E CD 57 65 60 6C 6C 20 62 65 20 61 77 61 69 74 69 6E 67 20 67 6F 6F 64 CD 6E 65 77 73 20 E3 1F 79 6F 75 2E CD C9 3C 50 72 69 6E 63 65 73 73 2C 20 C9 1E 73 68 E3 71 77 65 20 67 6F 3F	00:11 01:4 02:5 03:2 04:2 05:1 06:1 08:1 0D:1 0E:1 10:1 12:3 14:1 15:2 16:1 18:1 1B:1 1E:7 1F:1 9C:1 A3:1 A6:1 A7:1 B9:1 C2:1 C3:10 C9:10 CC:1 CD:24 D1:6 D3:1 D7:5 DC:2 DE:3 E0:6 E3:43 E8:1	4	397	304	0.7064	overlap-review	[D7]On Choco,\nthe,[C3][02] Hackers[C3][00] have\nlaunched an attack.[D1][C9][1E][E3][04]surface [E3][16]burned,\n[E3][08]we ran\nto [E3][00]shelter.[D1][E0][0E]One of my [C9][1E]ancestors,\n[C3][03]Cookie[C3][00][C9][1E], [E3][D3]me to\n[C9][1E][E3] [E3][A6]to[C9][1E] [E3]^you.[DE][D7][E0][15][DC][01]Princess![C9]( [E3][06][E3]Ohim!!\n[C9]([DC][00][E3]@explanation\n[E3]+[E3]0so long.[DE][D7]A [E0][00] is\n[E3][A7]in [E3][05]possession.\n[Use its power], [C3][03]Cookie[C3][00]`s\n[E3][12]said.[D1][E3][04][E3]F[E3][02]a\n[C3][02]Fortress[C3][00] [E3][10]a\n[E3][E8]power. We [E3]Vthe\n[E0][00] to destroy it.[D1][E0][02]Uhn...\n[C9][1E][E3][0D][E3][9C]to believe...[D1][E0][15][E3]6[E3][1B]true.\nIn exchange, I\n[E3][12][E3]7[E3][01]this.[D1]If [E3][01][E3]mme, you\n[E3][14][E3][B9]this.\n[E3]$[E3][12][E3]0[E3][01]to\nChoco.[DE][D7] [C2][00] [E3][18]gotten\n [E3][00][C3][02]Spaceship[C3][00]![CC][D7][E3][A3]we [E3]Ngo.\nWe`ll be awaiting good\nnews [E3][1F]you.\n[C9]<Princess, [C9][1E]sh[E3]qwe go?		pending
EN-05B473	main-dialogue-1	0x05B473	0x05B602	0x05B602	399	D7 E0 15 DC 01 50 72 69 6E 63 65 73 73 21 C9 28 20 E3 06 E3 4F 68 69 6D 21 21 CD C9 28 DC 00 E3 40 65 78 70 6C 61 6E 61 74 69 6F 6E CD E3 2B E3 30 73 6F 20 6C 6F 6E 67 2E DE D7 41 20 E0 00 20 69 73 CD E3 A7 69 6E 20 E3 05 70 6F 73 73 65 73 73 69 6F 6E 2E CD 5B 55 73 65 20 69 74 73 20 70 6F 77 65 72 5D 2C 20 C3 03 43 6F 6F 6B 69 65 C3 00 60 73 CD E3 12 73 61 69 64 2E D1 E3 04 E3 46 E3 02 61 CD C3 02 46 6F 72 74 72 65 73 73 C3 00 20 E3 10 61 CD E3 E8 70 6F 77 65 72 2E 20 57 65 20 E3 56 74 68 65 CD E0 00 20 74 6F 20 64 65 73 74 72 6F 79 20 69 74 2E D1 E0 02 55 68 6E 2E 2E 2E CD C9 1E E3 0D E3 9C 74 6F 20 62 65 6C 69 65 76 65 2E 2E 2E D1 E0 15 E3 36 E3 1B 74 72 75 65 2E CD 49 6E 20 65 78 63 68 61 6E 67 65 2C 20 49 CD E3 12 E3 37 E3 01 74 68 69 73 2E D1 49 66 20 E3 01 E3 6D 6D 65 2C 20 79 6F 75 CD E3 14 E3 B9 74 68 69 73 2E CD E3 24 E3 12 E3 30 E3 01 74 6F CD 43 68 6F 63 6F 2E DE D7 20 C2 00 20 E3 18 67 6F 74 74 65 6E CD 20 E3 00 C3 02 53 70 61 63 65 73 68 69 70 C3 00 21 CC D7 E3 A3 77 65 20 E3 4E 67 6F 2E CD 57 65 60 6C 6C 20 62 65 20 61 77 61 69 74 69 6E 67 20 67 6F 6F 64 CD 6E 65 77 73 20 E3 1F 79 6F 75 2E CD C9 3C 50 72 69 6E 63 65 73 73 2C 20 C9 1E 73 68 E3 71 77 65 20 67 6F 3F	00:8 01:4 02:4 03:1 04:1 05:1 06:1 0D:1 10:1 12:3 14:1 15:2 18:1 1B:1 1E:2 1F:1 9C:1 A3:1 A7:1 B9:1 C2:1 C3:6 C9:5 CC:1 CD:18 D1:4 D7:4 DC:2 DE:2 E0:5 E3:35 E8:1	3	278	209	0.6967	overlap-review	[D7][E0][15][DC][01]Princess![C9]( [E3][06][E3]Ohim!!\n[C9]([DC][00][E3]@explanation\n[E3]+[E3]0so long.[DE][D7]A [E0][00] is\n[E3][A7]in [E3][05]possession.\n[Use its power], [C3][03]Cookie[C3][00]`s\n[E3][12]said.[D1][E3][04][E3]F[E3][02]a\n[C3][02]Fortress[C3][00] [E3][10]a\n[E3][E8]power. We [E3]Vthe\n[E0][00] to destroy it.[D1][E0][02]Uhn...\n[C9][1E][E3][0D][E3][9C]to believe...[D1][E0][15][E3]6[E3][1B]true.\nIn exchange, I\n[E3][12][E3]7[E3][01]this.[D1]If [E3][01][E3]mme, you\n[E3][14][E3][B9]this.\n[E3]$[E3][12][E3]0[E3][01]to\nChoco.[DE][D7] [C2][00] [E3][18]gotten\n [E3][00][C3][02]Spaceship[C3][00]![CC][D7][E3][A3]we [E3]Ngo.\nWe`ll be awaiting good\nnews [E3][1F]you.\n[C9]<Princess, [C9][1E]sh[E3]qwe go?		pending
